caller,total_calls,short_call,unanswered,unique_ca,mean_duration,pct_weekend,pct_daytime,unique_called_ratio,short_call_count,fraud_ratio,label,POST_CODE,credit_score_cat,short_call_ratio,cluster,pca1,pca2,anomaly_flag,prediction,anomaly_score,Caller Country,Caller Operator
61424141832,27,18,2,21,289.07315,0.544005973,0.784168528,1,18,0.666667,0,814138,1,0.666667,2,397351.7632,11.49791887,0,Normal,-0.115353188,Australia,Vodafone AU
917161799042,25,17,2,20,320.790061,0.591049728,0.314682842,1,17,0.68,0,463546,3,0.68,1,-256261.1382,12.4888192,0,Normal,-0.112653994,India,Airtel
966500564814,29,20,2,23,312.753283,0.447303298,0.557547316,1,20,0.689655,0,158132,4,0.689655,4,-666237.2147,-17.13450094,0,Normal,-0.122667105,Saudi Arabia,Zain KSA
61413800030,27,18,2,21,288.297947,0.205059268,0.851812054,1,18,0.666667,0,999138,1,0.666667,4,606230.9729,10.70104008,0,Normal,-0.134429671,Australia,Optus
15303654195,29,20,2,23,317.332572,0.136870504,0.356229543,1,20,0.689655,0,640828,1,0.689655,3,-862147.1245,-1.7452911,0,Normal,-0.171769313,USA,Verizon
15195187053,29,20,2,23,328.450722,0.617703191,0.369808795,1,20,0.689655,0,486162,4,0.689655,1,464926.6735,2.32796213,0,Normal,-0.120402646,Canada,Bell
12076038505,30,21,3,24,287.627483,0.616657862,0.415257446,1,21,0.7,0,315161,2,0.7,3,-15942.2463,-22.00524622,0,Normal,-0.100304073,USA,Verizon
966541038657,25,17,2,20,308.077063,0.453799435,0.646050976,1,17,0.68,0,513507,1,0.68,4,135641.4566,-3.25085608,0,Normal,-0.103578173,Saudi Arabia,Zain KSA
14994565574,25,17,2,20,344.355469,0.195278292,0.739102634,1,17,0.68,0,214266,2,0.68,0,-671250.0386,-1.69724438,0,Normal,-0.159348745,USA,Verizon
61453747411,30,21,3,24,280.421498,0.593293363,0.622311741,1,21,0.7,0,325465,3,0.7,1,-817574.1924,-12.58906053,0,Normal,-0.164425724,Australia,Telstra
61404420678,29,20,2,23,274.985263,0.423430274,0.762727727,1,20,0.689655,0,246583,1,0.689655,0,-876661.631,14.04799967,0,Normal,-0.177771187,Australia,Vodafone AU
16115199410,26,18,2,20,340.249608,0.410401927,0.290154084,1,18,0.692308,0,988432,3,0.692308,0,-914607.3618,-1.9502539,0,Normal,-0.183201079,USA,Verizon
61466706625,26,18,2,20,277.498177,0.412208001,0.304041986,1,18,0.692308,0,743937,2,0.692308,2,-2216.780007,19.13892871,0,Normal,-0.152096907,Australia,Telstra
918626383806,27,18,2,21,297.968444,0.647004574,0.440823884,1,18,0.666667,0,693128,3,0.666667,3,-459128.6305,-23.69685161,0,Normal,-0.140288365,India,Jio
918078593213,26,18,2,20,276.6527,0.671399613,0.842081638,1,18,0.692308,0,158624,2,0.692308,4,693010.1809,14.86953437,0,Normal,-0.164519537,India,Jio
13782395590,30,21,3,24,285.168215,0.497355956,0.299471603,1,21,0.7,0,297377,4,0.7,4,-381893.8557,-0.47817899,0,Normal,-0.190974262,Canada,Telus
18173087059,26,18,2,20,284.075904,0.224221911,0.761697111,1,18,0.692308,0,439307,1,0.692308,0,-704575.962,10.23481709,0,Normal,-0.185834734,USA,Verizon
918156915452,30,21,3,24,344.869353,0.654289767,0.87246347,1,21,0.7,0,780714,3,0.7,1,414365.8425,3.09886548,0,Normal,-0.111039978,India,Airtel
61453926442,30,21,3,24,250.179791,0.591405914,0.600984355,1,21,0.7,0,992083,1,0.7,1,204777.3349,21.05191082,0,Normal,-0.103246831,Australia,Telstra
18559172513,27,18,2,21,266.788742,0.719724177,0.262108209,1,18,0.666667,0,843404,3,0.666667,3,-977208.7594,-14.51578578,0,Normal,-0.130682392,USA,AT&T
447410067626,28,19,2,22,285.123117,0.362743299,0.780164884,1,19,0.678571,0,927043,2,0.678571,1,-97425.16169,14.95972829,0,Normal,-0.196658721,UK,O2
918411526218,27,18,2,21,309.403054,0.529551308,0.537915751,1,18,0.666667,0,132498,4,0.666667,1,214635.2513,-3.28998076,0,Normal,-0.194644426,India,Airtel
447336884443,25,17,2,20,289.290221,0.484763843,0.543663793,1,17,0.68,0,157152,3,0.68,0,-144788.0851,-10.27252755,0,Normal,-0.133797977,UK,Vodafone UK
61473103241,25,17,2,20,280.83534,0.378227144,0.542367768,1,17,0.68,0,793150,3,0.68,0,283732.7651,-5.62364415,0,Normal,-0.162897948,Australia,Optus
491627047743,29,20,2,23,256.163937,0.626564599,0.667227921,1,20,0.689655,0,189870,3,0.689655,4,-172026.6943,12.82284431,0,Normal,-0.177248724,Germany,Vodafone DE
919868793741,30,21,3,24,253.472849,0.499853955,0.561772178,1,21,0.7,0,699245,2,0.7,0,898509.6329,-2.54801319,0,Normal,-0.105093852,India,Vi
14173206163,26,18,2,20,333.410812,0.280520452,0.83756314,1,18,0.692308,0,946561,1,0.692308,0,-223801.694,-5.13225028,0,Normal,-0.167387319,USA,T-Mobile
447870998616,26,18,2,20,306.659393,0.507873961,0.875382165,1,18,0.692308,0,205071,1,0.692308,4,559089.3939,14.28728152,0,Normal,-0.113252473,UK,Vodafone UK
447646799702,28,19,2,22,264.385267,0.526058685,0.685562877,1,19,0.678571,0,140666,4,0.678571,2,381027.5083,-22.53545122,0,Normal,-0.152478181,UK,O2
447505444713,27,18,2,21,347.421942,0.410177429,0.778076332,1,18,0.666667,0,382507,4,0.666667,4,291109.6229,-15.60321546,0,Normal,-0.17886095,UK,Vodafone UK
16177850821,30,21,3,24,300.679528,0.194954875,0.795906739,1,21,0.7,0,696296,1,0.7,1,-614473.1063,16.64649665,0,Normal,-0.116302332,Canada,Bell
12347053457,28,19,2,22,313.540981,0.186711001,0.221394235,1,19,0.678571,0,490559,4,0.678571,4,-107793.1348,23.02601891,0,Normal,-0.152541771,USA,T-Mobile
61455241406,26,18,2,20,335.382133,0.645881095,0.350023011,1,18,0.692308,0,332103,2,0.692308,1,-461832.8415,-4.52464018,0,Normal,-0.197994764,Australia,Telstra
19860722903,29,20,2,23,330.508557,0.313821789,0.87691711,1,20,0.689655,0,773962,3,0.689655,3,790965.9501,17.57930865,0,Normal,-0.154100198,Canada,Bell
16784896910,30,21,3,24,346.648545,0.687564894,0.593019982,1,21,0.7,0,722615,3,0.7,2,368826.2717,-0.91307906,0,Normal,-0.166371635,USA,T-Mobile
447544432830,28,19,2,22,316.053032,0.576529025,0.704898238,1,19,0.678571,0,787237,4,0.678571,2,-481147.4546,-4.0717157,0,Normal,-0.161172508,UK,EE
917538758428,27,18,2,21,259.760306,0.189560898,0.381056295,1,18,0.666667,0,947609,2,0.666667,2,308869.2887,-13.88732442,0,Normal,-0.177667207,India,Airtel
15156554947,28,19,2,22,255.367695,0.544077721,0.606219176,1,19,0.678571,0,750803,1,0.678571,3,778852.1229,0.02386872,0,Normal,-0.113250225,Canada,Rogers
491746022356,28,19,2,22,264.322415,0.70367576,0.326249738,1,19,0.678571,0,184736,4,0.678571,2,262065.5445,-16.15878667,0,Normal,-0.136550103,Germany,O2 DE
919432927129,30,21,3,24,292.940972,0.400317814,0.534180193,1,21,0.7,0,104895,1,0.7,4,-601171.4975,-6.34492973,0,Normal,-0.198592288,India,Vi
447830033542,28,19,2,22,300.333648,0.314280564,0.245700916,1,19,0.678571,0,147939,3,0.678571,2,-88147.37606,1.01442061,0,Normal,-0.147588236,UK,Vodafone UK
491725753260,26,18,2,20,322.716883,0.191844043,0.713853634,1,18,0.692308,0,718337,2,0.692308,0,-266817.0972,7.52701901,0,Normal,-0.196263657,Germany,T-Mobile DE
966548909010,30,21,3,24,261.578983,0.411020002,0.286516544,1,21,0.7,0,365015,4,0.7,1,-589010.1687,9.28700143,0,Normal,-0.199069545,Saudi Arabia,STC
491718499261,30,21,3,24,311.769796,0.297894738,0.749332046,1,21,0.7,0,621917,2,0.7,4,-600501.2277,-11.85030422,0,Normal,-0.147685389,Germany,O2 DE
15676420873,28,19,2,22,283.060362,0.101916599,0.670143193,1,19,0.678571,0,215795,4,0.678571,1,898892.0315,13.97631113,0,Normal,-0.192495179,USA,T-Mobile
966504374470,26,18,2,20,337.414045,0.69657408,0.452150265,1,18,0.692308,0,809641,3,0.692308,3,477080.3916,-20.25007648,0,Normal,-0.1241796,Saudi Arabia,STC
916225579415,26,18,2,20,261.3832,0.380175158,0.519577081,1,18,0.692308,0,976303,4,0.692308,3,599798.1939,7.44232419,0,Normal,-0.120309044,India,Vi
917021697972,28,19,2,22,327.916429,0.527950893,0.803803042,1,19,0.678571,0,979269,2,0.678571,3,840795.9713,-19.35312603,0,Normal,-0.158871574,India,Jio
916450899358,30,21,3,24,320.058018,0.166669497,0.663199284,1,21,0.7,0,360651,4,0.7,2,327421.2878,7.07022264,0,Normal,-0.185134555,India,Jio
17729002877,25,17,2,20,325.143,0.324443671,0.43162639,1,17,0.68,0,391668,1,0.68,4,-554586.9537,7.16586574,0,Normal,-0.159672301,Canada,Rogers
12817797177,25,17,2,20,348.067074,0.621667275,0.21243839,1,17,0.68,0,523037,4,0.68,0,114262.0228,-24.99151423,0,Normal,-0.190910445,USA,AT&T
61494883755,26,18,2,20,334.431744,0.332380838,0.73719148,1,18,0.692308,0,729094,4,0.692308,2,431827.0006,-19.29883208,0,Normal,-0.124068005,Australia,Telstra
12035548851,26,18,2,20,299.242214,0.675287062,0.719757623,1,18,0.692308,0,529088,1,0.692308,2,221703.5323,-15.62282997,0,Normal,-0.106978374,USA,Verizon
491573516091,28,19,2,22,315.84567,0.769333225,0.29424521,1,19,0.678571,0,623059,1,0.678571,4,472427.8606,2.66131645,0,Normal,-0.156718962,Germany,Vodafone DE
61478292216,29,20,2,23,310.616077,0.325290633,0.816973397,1,20,0.689655,0,539001,2,0.689655,2,-204260.0071,-7.8570597,0,Normal,-0.170582646,Australia,Vodafone AU
13372698485,30,21,3,24,343.551208,0.542808299,0.340622358,1,21,0.7,0,754487,3,0.7,2,842383.5288,-18.36641357,0,Normal,-0.128960356,Canada,Telus
17168515879,30,21,3,24,321.012363,0.57197044,0.825706201,1,21,0.7,0,659837,3,0.7,3,616609.5587,1.13649931,0,Normal,-0.197472786,USA,T-Mobile
12550342442,30,21,3,24,328.43574,0.242800632,0.578820461,1,21,0.7,0,476105,4,0.7,0,232217.6675,8.77630068,0,Normal,-0.143811502,USA,Verizon
19618638406,28,19,2,22,345.670197,0.783075905,0.418857787,1,19,0.678571,0,678944,1,0.678571,0,487339.9325,-14.84563886,0,Normal,-0.113115004,USA,AT&T
16543598933,28,19,2,22,267.74259,0.577861196,0.330883607,1,19,0.678571,0,282237,1,0.678571,3,-918731.5341,-11.04438768,0,Normal,-0.17357604,Canada,Bell
17994057202,29,20,2,23,255.085544,0.752667306,0.630926073,1,20,0.689655,0,794042,3,0.689655,3,579816.3648,2.50800899,0,Normal,-0.19271192,USA,AT&T
966548328182,29,20,2,23,303.703595,0.164361888,0.354838657,1,20,0.689655,0,323717,3,0.689655,2,-278404.3507,-14.07773571,0,Normal,-0.124734431,Saudi Arabia,Mobily
61478015739,26,18,2,20,345.889682,0.577785953,0.424655907,1,18,0.692308,0,934883,1,0.692308,3,-486818.8867,11.19878042,0,Normal,-0.197529427,Australia,Vodafone AU
61458877043,29,20,2,23,258.234545,0.167169502,0.880140139,1,20,0.689655,0,910883,1,0.689655,0,-578437.0501,6.4757242,0,Normal,-0.178682487,Australia,Optus
966551386120,30,21,3,24,283.171538,0.161264629,0.23798765,1,21,0.7,0,932794,3,0.7,4,-859115.8155,16.08096593,0,Normal,-0.108901343,Saudi Arabia,Mobily
491676650618,30,21,3,24,322.028568,0.144266314,0.722165722,1,21,0.7,0,147727,1,0.7,2,856095.5003,-19.69322291,0,Normal,-0.12131081,Germany,T-Mobile DE
447914766072,26,18,2,20,263.638146,0.373694796,0.758239229,1,18,0.692308,0,672233,3,0.692308,1,-403886.9936,19.34890595,0,Normal,-0.103463461,UK,EE
19475088210,29,20,2,23,309.665489,0.476006434,0.862885572,1,20,0.689655,0,419491,2,0.689655,2,-576526.1142,20.28140152,0,Normal,-0.114854115,Canada,Rogers
13652394312,29,20,2,23,335.225113,0.695971406,0.852658906,1,20,0.689655,0,675512,4,0.689655,4,-853710.8557,8.58426246,0,Normal,-0.174931239,USA,T-Mobile
19449755231,29,20,2,23,256.980888,0.235448998,0.540102861,1,20,0.689655,0,444295,3,0.689655,4,-695210.0759,3.34309465,0,Normal,-0.119230024,USA,AT&T
491505336452,30,21,3,24,283.156295,0.435967779,0.511750581,1,21,0.7,0,912402,3,0.7,3,103343.6523,-16.21149196,0,Normal,-0.139337233,Germany,O2 DE
14882834110,30,21,3,24,253.119423,0.507323343,0.483594127,1,21,0.7,0,718697,2,0.7,0,103187.9971,2.1734662,0,Normal,-0.100127182,Canada,Telus
491725639427,29,20,2,23,259.055402,0.354705891,0.207414178,1,20,0.689655,0,350484,2,0.689655,4,-719258.6147,-17.0388791,0,Normal,-0.143364275,Germany,O2 DE
61427503731,27,18,2,21,273.401867,0.56800992,0.562519661,1,18,0.666667,0,929906,3,0.666667,3,-60651.54198,-2.26782751,0,Normal,-0.195356254,Australia,Optus
966541844989,28,19,2,22,315.367531,0.355707745,0.657335583,1,19,0.678571,0,976052,1,0.678571,4,-496827.1795,23.63370542,0,Normal,-0.177710075,Saudi Arabia,STC
491657790827,26,18,2,20,257.708823,0.550433902,0.348061973,1,18,0.692308,0,295984,2,0.692308,2,204040.5529,15.84775378,0,Normal,-0.133889036,Germany,T-Mobile DE
491617773926,26,18,2,20,254.314433,0.501440558,0.312790398,1,18,0.692308,0,760120,1,0.692308,4,-706269.7998,-16.68293168,0,Normal,-0.107755313,Germany,T-Mobile DE
61469904137,28,19,2,22,336.73024,0.219396749,0.781254502,1,19,0.678571,0,730025,2,0.678571,4,640906.3603,-15.90579241,0,Normal,-0.134035125,Australia,Vodafone AU
447257991366,25,17,2,20,251.656263,0.46589794,0.836537456,1,17,0.68,0,817611,4,0.68,1,211022.0357,-16.12889078,0,Normal,-0.109839178,UK,Vodafone UK
61408811729,25,17,2,20,339.696895,0.642409296,0.654462215,1,17,0.68,0,647403,4,0.68,2,749648.6015,9.88214036,0,Normal,-0.157104374,Australia,Vodafone AU
16946599162,28,19,2,22,326.585889,0.73705975,0.258672307,1,19,0.678571,0,727354,4,0.678571,2,-621957.9726,10.45744186,0,Normal,-0.121057752,Canada,Bell
61481806356,25,17,2,20,265.477858,0.556103154,0.377542908,1,17,0.68,0,996508,4,0.68,4,-268711.8111,-11.22197286,0,Normal,-0.131939429,Australia,Optus
14096887258,28,19,2,22,275.377765,0.314657161,0.441049413,1,19,0.678571,0,839764,4,0.678571,1,709997.8456,7.96414246,0,Normal,-0.12521858,Canada,Telus
491721386589,30,21,3,24,320.678993,0.212516606,0.875199176,1,21,0.7,0,105547,1,0.7,1,-56662.67982,5.01227209,0,Normal,-0.191185931,Germany,O2 DE
447351906698,30,21,3,24,346.352982,0.140224124,0.741525917,1,21,0.7,0,283785,4,0.7,3,-978579.2052,17.52838182,0,Normal,-0.106924153,UK,O2
61443098839,30,21,3,24,253.606113,0.267479638,0.20020109,1,21,0.7,0,265092,1,0.7,2,559345.758,-7.34361683,0,Normal,-0.160485688,Australia,Telstra
61438011848,27,18,2,21,284.747509,0.670860416,0.358406859,1,18,0.666667,0,303974,4,0.666667,3,149813.4435,-11.94462472,0,Normal,-0.159286537,Australia,Vodafone AU
916845184894,28,19,2,22,346.605546,0.494218023,0.738977035,1,19,0.678571,0,894268,3,0.678571,3,363189.3465,19.82619114,0,Normal,-0.113797672,India,Jio
491541633565,29,20,2,23,250.972319,0.682523931,0.373780327,1,20,0.689655,0,197527,4,0.689655,2,-847942.3589,21.56981199,0,Normal,-0.152344455,Germany,O2 DE
447394237333,26,18,2,20,272.920753,0.684458336,0.785434297,1,18,0.692308,0,473321,2,0.692308,0,-760243.0147,-21.07562137,0,Normal,-0.104422032,UK,O2
491708075957,27,18,2,21,299.080535,0.789076278,0.841204781,1,18,0.666667,0,393880,4,0.666667,1,500338.7716,-18.58770249,0,Normal,-0.147426456,Germany,O2 DE
491680856271,29,20,2,23,296.007059,0.582447384,0.208273985,1,20,0.689655,0,320989,4,0.689655,4,-798504.3477,-6.91988371,0,Normal,-0.113815798,Germany,O2 DE
17624347955,28,19,2,22,292.394288,0.39336506,0.726537034,1,19,0.678571,0,482812,4,0.678571,2,-98542.01704,3.57048591,0,Normal,-0.102072755,USA,Verizon
966531438663,30,21,3,24,264.954806,0.663967853,0.323625094,1,21,0.7,0,623866,2,0.7,4,67965.17552,-9.21363764,0,Normal,-0.15133798,Saudi Arabia,STC
447890612034,30,21,3,24,259.630189,0.621215254,0.381838385,1,21,0.7,0,477808,3,0.7,2,-960329.3328,-18.93812554,0,Normal,-0.113263142,UK,O2
61439982455,29,20,2,23,298.749374,0.615568315,0.822742714,1,20,0.689655,0,499581,3,0.689655,3,263424.381,-17.75758309,0,Normal,-0.183242446,Australia,Vodafone AU
15466996112,26,18,2,20,281.348206,0.557109168,0.69730344,1,18,0.692308,0,734792,4,0.692308,2,775383.6132,14.04870185,0,Normal,-0.106123017,Canada,Bell
966568762202,26,18,2,20,316.202255,0.758306136,0.69048785,1,18,0.692308,0,183953,2,0.692308,1,-205908.8334,-20.22231405,0,Normal,-0.106320634,Saudi Arabia,Zain KSA
491700681149,25,17,2,20,315.483268,0.719829922,0.416559457,1,17,0.68,0,359414,3,0.68,3,252961.3693,-18.43614447,0,Normal,-0.116148222,Germany,T-Mobile DE
916557784872,29,20,2,23,267.703664,0.518308939,0.641733266,1,20,0.689655,0,766738,4,0.689655,4,279573.0179,1.68920655,0,Normal,-0.109107685,India,Jio
491731745642,25,17,2,20,250.009235,0.670765852,0.793562542,1,17,0.68,0,460589,3,0.68,3,70197.77608,9.38849819,0,Normal,-0.150806835,Germany,Vodafone DE
16894064930,27,18,2,21,268.857098,0.717513448,0.505974456,1,18,0.666667,0,362035,2,0.666667,3,656853.7113,-13.97037869,0,Normal,-0.192079027,Canada,Telus
966538944846,25,17,2,20,268.240718,0.30271671,0.645824897,1,17,0.68,0,747736,4,0.68,2,400945.1959,-0.4001993,0,Normal,-0.167935628,Saudi Arabia,STC
12518021442,28,19,2,22,322.710707,0.262967349,0.305478586,1,19,0.678571,0,617555,2,0.678571,2,-159513.9457,14.28626694,0,Normal,-0.150160424,USA,T-Mobile
447705120461,28,19,2,22,268.160374,0.726989285,0.375055627,1,19,0.678571,0,500112,1,0.678571,0,949197.0058,10.73412606,0,Normal,-0.16152021,UK,EE
491503718376,27,18,2,21,343.621525,0.211028005,0.709765955,1,18,0.666667,0,880900,1,0.666667,2,-37540.81371,-10.05934581,0,Normal,-0.163957334,Germany,O2 DE
917136502491,26,18,2,20,250.892986,0.129395358,0.748432668,1,18,0.692308,0,598357,2,0.692308,2,541594,-12.56388718,0,Normal,-0.150008079,India,Vi
966565005281,28,19,2,22,273.267463,0.787172998,0.751993278,1,19,0.678571,0,893454,3,0.678571,3,466377.6635,-23.93235837,0,Normal,-0.162223106,Saudi Arabia,STC
966534077848,28,19,2,22,268.977584,0.23063871,0.443365275,1,19,0.678571,0,867979,4,0.678571,2,735323.6799,4.93399721,0,Normal,-0.113943914,Saudi Arabia,Zain KSA
12718274485,25,17,2,20,327.591791,0.454170413,0.713560419,1,17,0.68,0,119629,3,0.68,4,-522426.8836,11.05017813,0,Normal,-0.134171058,USA,AT&T
61463878294,28,19,2,22,314.090393,0.177324894,0.566240377,1,19,0.678571,0,169918,1,0.678571,1,-642722.3999,-23.4363123,0,Normal,-0.189294483,Australia,Optus
13020967899,25,17,2,20,286.635402,0.524167537,0.249611773,1,17,0.68,0,318877,4,0.68,0,-63881.71314,6.94583582,0,Normal,-0.163907395,USA,AT&T
966555094801,25,17,2,20,344.460348,0.772410722,0.267983475,1,17,0.68,0,860397,2,0.68,4,-229337.8235,-15.34402761,0,Normal,-0.134312349,Saudi Arabia,Mobily
61428861957,30,21,3,24,292.707499,0.172871678,0.754723118,1,21,0.7,0,676680,4,0.7,4,-324974.2589,-17.09117721,0,Normal,-0.100156643,Australia,Vodafone AU
491658556659,29,20,2,23,304.562624,0.362544152,0.585167094,1,20,0.689655,0,880746,3,0.689655,2,923303.5513,-2.62501055,0,Normal,-0.160290944,Germany,T-Mobile DE
966504908240,26,18,2,20,271.482281,0.320433273,0.74006615,1,18,0.692308,0,823222,3,0.692308,4,22542.97668,3.53341025,0,Normal,-0.142838817,Saudi Arabia,Mobily
916752245933,27,18,2,21,259.190512,0.379858774,0.842517262,1,18,0.666667,0,869933,1,0.666667,2,585808.3886,-16.35487546,0,Normal,-0.117429476,India,Vi
966561940961,27,18,2,21,284.793021,0.67199919,0.491565199,1,18,0.666667,0,226395,2,0.666667,4,857306.3316,6.69435515,0,Normal,-0.136780638,Saudi Arabia,STC
918805892583,25,17,2,20,317.363524,0.798157112,0.879728171,1,17,0.68,0,889410,1,0.68,1,-136128.6597,14.31841492,0,Normal,-0.18519876,India,Airtel
447179086416,28,19,2,22,327.382514,0.191262622,0.294409535,1,19,0.678571,0,686464,2,0.678571,3,-209362.3928,3.56653415,0,Normal,-0.143883239,UK,EE
966563314659,25,17,2,20,317.174755,0.396478422,0.4438155,1,17,0.68,0,436318,3,0.68,4,310819.7156,13.4840646,0,Normal,-0.183074474,Saudi Arabia,STC
447979270335,30,21,3,24,335.276415,0.178660219,0.238176609,1,21,0.7,0,751168,2,0.7,2,-972533.4146,9.68976125,0,Normal,-0.188872201,UK,Vodafone UK
491605383388,29,20,2,23,298.302633,0.610946508,0.298943195,1,20,0.689655,0,832697,1,0.689655,3,166009.8867,8.1764171,0,Normal,-0.195651799,Germany,Vodafone DE
12624394070,28,19,2,22,316.037283,0.564087145,0.839008146,1,19,0.678571,0,477717,1,0.678571,0,-415008.8449,19.17011576,0,Normal,-0.161347677,USA,Verizon
491715798123,28,19,2,22,306.068754,0.598728433,0.227826682,1,19,0.678571,0,655132,3,0.678571,2,-20134.30903,12.21953599,0,Normal,-0.198162777,Germany,O2 DE
966545438404,25,17,2,20,344.41367,0.764381493,0.357907888,1,17,0.68,0,458388,4,0.68,1,-824409.9657,-5.88964391,0,Normal,-0.103939431,Saudi Arabia,Mobily
61436392649,28,19,2,22,304.223375,0.244730092,0.297003569,1,19,0.678571,0,667650,2,0.678571,1,-382003.2077,10.25681939,0,Normal,-0.147619452,Australia,Optus
16412925188,25,17,2,20,268.413522,0.687665757,0.301865982,1,17,0.68,0,130915,3,0.68,3,922392.3744,-9.83259475,0,Normal,-0.125439027,USA,T-Mobile
18534231220,29,20,2,23,276.686261,0.496930165,0.361637944,1,20,0.689655,0,343461,2,0.689655,0,-281477.3309,9.40706424,0,Normal,-0.152339778,Canada,Telus
61497526772,26,18,2,20,272.627306,0.386012412,0.878170557,1,18,0.692308,0,382967,4,0.692308,1,484733.3233,24.41217087,0,Normal,-0.124222341,Australia,Telstra
917797573660,30,21,3,24,332.432851,0.604140639,0.475905496,1,21,0.7,0,878533,1,0.7,4,-781367.4144,-2.1549788,0,Normal,-0.112223303,India,Jio
17328608680,27,18,2,21,293.955387,0.719078303,0.741573909,1,18,0.666667,0,399803,4,0.666667,1,-155075.6351,5.65671396,0,Normal,-0.194545333,USA,Verizon
61427718129,29,20,2,23,263.530667,0.389491514,0.515620098,1,20,0.689655,0,287567,4,0.689655,4,793235.0146,19.78974536,0,Normal,-0.111745155,Australia,Vodafone AU
918521117518,28,19,2,22,322.687384,0.782633998,0.628450774,1,19,0.678571,0,267666,4,0.678571,4,-238785.9815,13.41301619,0,Normal,-0.108774722,India,Jio
61422220644,28,19,2,22,278.878054,0.226487218,0.828979339,1,19,0.678571,0,312705,1,0.678571,4,530791.6143,-24.38961176,0,Normal,-0.150237239,Australia,Vodafone AU
491709733977,28,19,2,22,257.940492,0.520071473,0.37129922,1,19,0.678571,0,673929,3,0.678571,4,257270.8511,16.00606957,0,Normal,-0.17923624,Germany,Vodafone DE
13520502099,27,18,2,21,342.03847,0.134321954,0.491869847,1,18,0.666667,0,286906,2,0.666667,2,222179.5121,9.5756809,0,Normal,-0.140503101,USA,AT&T
17762795014,27,18,2,21,339.752978,0.67418532,0.730909391,1,18,0.666667,0,984274,1,0.666667,2,-58366.31157,-18.8988385,0,Normal,-0.114059206,Canada,Bell
447868339019,30,21,3,24,302.894662,0.161368819,0.706851897,1,21,0.7,0,734155,3,0.7,3,217689.2139,-9.17557208,0,Normal,-0.147460877,UK,EE
61452997877,29,20,2,23,273.272164,0.303341645,0.335488806,1,20,0.689655,0,223949,1,0.689655,3,250921.4848,-19.1037138,0,Normal,-0.115193021,Australia,Telstra
18316605583,30,21,3,24,270.118714,0.297138692,0.753136852,1,21,0.7,0,422722,3,0.7,4,99987.19877,13.35163005,0,Normal,-0.188616324,Canada,Rogers
447569902355,28,19,2,22,341.616305,0.658078069,0.651956554,1,19,0.678571,0,604884,2,0.678571,3,784116.6536,1.84837725,0,Normal,-0.166489035,UK,EE
16240849588,26,18,2,20,307.739764,0.332203505,0.841330516,1,18,0.692308,0,934438,3,0.692308,0,939226.5849,-10.97699857,0,Normal,-0.196882684,Canada,Rogers
491782996291,30,21,3,24,335.781948,0.59688801,0.390048192,1,21,0.7,0,191014,4,0.7,1,-256832.8462,16.47287345,0,Normal,-0.169737129,Germany,Vodafone DE
61442150317,25,17,2,20,329.902528,0.73346906,0.307854444,1,17,0.68,0,456637,4,0.68,4,-379282.5822,-8.63310242,0,Normal,-0.12305186,Australia,Vodafone AU
917307681040,29,20,2,23,337.187509,0.333302827,0.822430113,1,20,0.689655,0,208111,3,0.689655,0,155119.6688,-9.39285508,0,Normal,-0.110786442,India,Jio
447334485714,26,18,2,20,277.363689,0.110679702,0.636061474,1,18,0.692308,0,639031,1,0.692308,1,85057.42774,2.46828285,0,Normal,-0.17289479,UK,Vodafone UK
966549321495,28,19,2,22,255.072618,0.12029488,0.832304685,1,19,0.678571,0,152906,1,0.678571,3,-892400.2486,-3.67671274,0,Normal,-0.182101701,Saudi Arabia,Zain KSA
61497954538,28,19,2,22,306.77893,0.165041322,0.761645349,1,19,0.678571,0,832534,4,0.678571,0,-88831.65851,9.22389874,0,Normal,-0.12897841,Australia,Telstra
491633294562,30,21,3,24,283.032796,0.702554115,0.427332762,1,21,0.7,0,611187,1,0.7,0,-49331.27593,-7.42795897,0,Normal,-0.153875832,Germany,O2 DE
14905992816,25,17,2,20,282.586973,0.554615989,0.754701658,1,17,0.68,0,658624,4,0.68,3,181071.9134,-13.07123541,0,Normal,-0.175630894,USA,T-Mobile
16946153966,27,18,2,21,304.452688,0.265308023,0.66382858,1,18,0.666667,0,181678,4,0.666667,0,184326.2702,-1.85457828,0,Normal,-0.14449123,USA,T-Mobile
16562461919,27,18,2,21,299.429515,0.562115331,0.263373103,1,18,0.666667,0,956721,2,0.666667,4,806512.0094,6.806641,0,Normal,-0.199981566,Canada,Bell
18772784699,26,18,2,20,270.566168,0.714197747,0.409814734,1,18,0.692308,0,932932,3,0.692308,3,435582.4438,20.75589573,0,Normal,-0.100971074,USA,AT&T
61409862405,25,17,2,20,250.084331,0.49202118,0.885087361,1,17,0.68,0,215027,3,0.68,0,-529517.6591,10.11109411,0,Normal,-0.160573168,Australia,Vodafone AU
447666683272,29,20,2,23,288.459506,0.74713743,0.787973881,1,20,0.689655,0,261760,3,0.689655,1,-731445.1037,-21.41270017,0,Normal,-0.19842922,UK,Vodafone UK
966556212679,29,20,2,23,267.979738,0.45659044,0.586435021,1,20,0.689655,0,571907,4,0.689655,2,-548518.1632,-3.76140714,0,Normal,-0.199257001,Saudi Arabia,Mobily
